Geneid	C2_1Aligned.sortedByCoord.out.markDups	C1_1Aligned.sortedByCoord.out.markDups	K2_1Aligned.sortedByCoord.out.markDups	K1_1Aligned.sortedByCoord.out.markDups	C3_1Aligned.sortedByCoord.out.markDups	K3_1Aligned.sortedByCoord.out.markDups
AMER3	0	0	0	0	0	0
AMFR	506	469	514	578	625	877
AMH	1448	1172	732	872	1255	1379
AMHR2	0	0	0	0	0	0
AMIGO1	2	1	1	3	4	7
AMIGO2	3	4	4	3	9	1
AMIGO3	0	0	0	0	0	0
AMMECR1	310	283	260	368	281	505
AMMECR1L	464	463	421	608	509	741
AMN	714	583	527	786	649	1014
AMN1	62	49	54	78	45	68
AMOT	3	0	0	0	0	0
AMOTL1	606	655	635	908	652	1202
AMOTL2	0	0	1	0	0	0
AMPD1	0	0	0	0	0	0
AMPD2	1358	1213	942	1367	1281	1993
AMPD3	278	318	283	364	367	531
AMPH	0	0	0	0	2	0
AMT	2	7	4	4	2	5
AMTN	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0
AMY1B	0	0	0	0	0	1
AMY1C	0	0	0	0	0	0
AMY2A	0	0	0	0	0	0
AMY2B	286	179	182	270	314	505
AMZ1	2	0	0	2	1	0
AMZ2	544	453	439	540	545	752
ANAPC1	864	975	950	1348	964	1779
ANAPC10	247	282	198	307	210	388
ANAPC11	1064	943	981	1225	935	1387
ANAPC13	677	735	695	965	741	1088
ANAPC15	724	752	691	853	829	940
ANAPC16	1923	2020	1808	2567	2085	3187
ANAPC2	1432	1397	1273	1658	1532	2527
ANAPC4	851	800	720	1054	909	1438
ANAPC5	6789	6671	5673	7707	6822	10346
ANAPC7	2606	2188	2156	2785	2627	4103
ANG	9	6	1	2	2	4
ANGEL1	438	391	458	619	536	1007
ANGEL2	853	806	741	1070	1023	1427
ANGPT1	0	0	0	0	0	0
ANGPT2	1	2	0	0	2	0
ANGPT4	2	0	8	1	0	0
ANGPTL1	0	0	0	0	0	0
ANGPTL2	0	3	6	3	1	2
ANGPTL3	0	0	0	0	0	0
ANGPTL4	2	0	0	0	3	0
ANGPTL5	0	0	0	0	0	0
ANGPTL6	74	59	81	88	95	93
ANGPTL7	0	0	0	0	0	0
ANGPTL8	4	2	2	3	0	0
ANHX	0	0	0	0	0	0
ANK1	49	34	36	41	46	33
ANK2	134	107	119	153	141	260
ANK3	7	20	7	11	12	20
ANKAR	36	28	28	48	49	53
ANKDD1A	51	40	36	43	40	51
ANKDD1B	1	3	0	3	7	2
ANKEF1	65	114	81	90	90	126
ANKFN1	0	0	0	0	0	0
ANKFY1	1386	1365	1341	1671	1488	2459
ANKH	365	339	438	578	483	702
ANKHD1	68	81	62	94	81	113
ANKHD1-EIF4EBP3	24	12	14	22	26	39
ANKIB1	563	549	568	729	695	1094
ANKK1	0	0	0	0	0	0
ANKLE1	1664	1690	1496	2003	1610	2730
ANKLE2	3115	2882	2496	3152	3506	4778
ANKMY1	624	519	598	747	689	1106
ANKMY2	326	346	253	374	415	543
ANKRA2	300	306	287	352	432	524
ANKRD1	0	0	0	0	3	0
ANKRD10	3218	2506	2226	2813	3515	4817
ANKRD11	4113	3046	3556	3685	4990	6720
ANKRD12	520	477	456	475	631	881
ANKRD13A	1503	1705	1520	2148	1857	2921
ANKRD13B	146	95	123	141	160	317
ANKRD13C	408	467	340	465	532	739
ANKRD13D	3946	3189	2556	3080	3933	4927
ANKRD16	217	169	228	230	176	314
ANKRD17	1861	1919	1917	2451	2306	3689
ANKRD18A	71	70	91	98	90	124
ANKRD18B	371	305	306	277	553	450
ANKRD2	0	1	0	2	3	0
ANKRD20A1	1	1	1	2	0	9
ANKRD20A2	2	0	3	0	0	2
ANKRD20A3	2	1	1	5	0	0
ANKRD20A4	13	20	15	14	29	14
ANKRD22	3	4	2	5	0	3
ANKRD23	32	22	17	29	43	32
ANKRD24	48	22	52	49	68	96
ANKRD26	376	374	349	408	379	677
ANKRD27	2268	2560	2065	2787	2808	4015
ANKRD28	1121	1096	1085	1442	1337	1956
ANKRD29	2	0	4	13	4	7
ANKRD30A	0	0	0	0	0	0
ANKRD30B	0	0	0	0	0	0
ANKRD30BL	0	0	0	0	0	0
ANKRD31	0	0	0	0	0	0
ANKRD33	0	0	0	0	0	0
ANKRD33B	424	445	531	614	638	945
ANKRD34A	18	30	12	16	32	10
ANKRD34B	0	0	0	0	0	0
ANKRD34C	0	0	0	1	0	0
ANKRD35	0	2	0	0	0	0
ANKRD36	128	97	116	169	148	324
ANKRD36B	112	97	87	164	116	203
ANKRD36C	46	35	40	61	49	118
ANKRD37	127	132	60	105	123	97
ANKRD39	19	14	16	25	34	25
ANKRD40	535	516	543	665	647	1048
ANKRD42	302	284	223	331	293	468
ANKRD44	296	277	293	417	430	626
ANKRD45	1	1	3	5	1	9
ANKRD46	336	323	305	410	326	574
ANKRD49	326	364	280	444	356	508
ANKRD50	248	269	358	417	309	687
ANKRD52	881	784	744	1000	1080	1389
ANKRD53	0	1	1	3	9	0
ANKRD54	587	541	489	556	609	766
ANKRD55	0	0	3	1	0	5
ANKRD6	3	10	5	7	20	9
ANKRD60	0	0	0	0	0	0
ANKRD61	3	5	2	4	12	7
ANKRD62	0	0	0	0	0	0
ANKRD63	15	8	9	16	6	13
ANKRD65	2	0	0	0	6	4
ANKRD66	4	1	8	6	0	8
ANKRD7	0	0	0	0	1	0
ANKRD9	356	335	242	377	274	408
ANKS1A	745	727	658	824	755	1310
ANKS1B	3	6	4	3	9	5
ANKS3	354	273	287	300	380	538
ANKS4B	0	0	0	0	0	0
ANKS6	417	427	432	516	435	763
ANKUB1	0	1	0	0	2	1
ANKZF1	1820	1618	1339	1945	2070	2827
ANLN	956	1093	983	1336	1062	1738
ANO1	0	2	0	0	0	0
ANO10	29	21	49	38	49	84
ANO2	0	0	0	0	0	0
ANO3	1	0	1	1	4	0
ANO4	0	0	0	0	0	0
ANO5	64	61	48	82	77	141
ANO6	740	925	825	1148	786	1494
ANO7	5	2	0	5	1	4
ANO8	1725	1371	1130	1474	1897	2256
ANO9	6	0	2	7	4	5
ANOS1	67	63	56	85	65	109
ANP32A	6255	6535	5494	7171	6930	9809
ANP32B	11000	11189	8445	11159	12809	15718
ANP32D	0	0	0	0	0	0
ANP32E	4668	5116	4532	5780	5766	8237
ANPEP	169	154	136	179	164	242
ANTXR1	0	0	0	1	3	0
ANTXR2	838	1079	728	1186	962	1260
ANTXRL	0	0	0	0	0	0
ANXA1	776	1002	819	1099	776	1074
ANXA10	0	0	0	0	0	0
ANXA11	3864	4036	4464	4706	4788	7427
ANXA13	0	0	0	0	0	0
ANXA2	2596	2632	3611	3477	3094	5082
ANXA2R	817	977	647	1312	659	1188
ANXA3	0	0	0	0	0	0
ANXA4	12451	12886	11000	14463	13398	19527
ANXA5	3782	3931	3947	4424	4591	6385
ANXA6	3153	3327	3536	3856	3911	6434
ANXA7	2322	2829	2494	3439	2702	3776
ANXA8	128	78	110	156	127	206
ANXA8L1	7	10	2	6	17	21
ANXA9	8	5	8	11	16	15
AOAH	66	49	75	90	77	176
AOC1	0	0	1	0	0	1
AOC2	26	15	15	7	15	35
AOC3	13	0	3	3	7	9
AOX1	9	18	18	19	14	32
AP000275.65	0	0	0	0	0	0
AP000295.9	0	0	0	0	0	0
AP000304.12	3	0	0	0	3	0
AP000322.53	0	0	0	0	0	0
AP000350.10	0	0	0	0	0	0
AP000721.4	0	0	0	0	0	0
AP003419.11	0	0	0	0	0	0
AP1AR	467	479	442	659	490	851
AP1B1	2273	2200	2184	2505	2302	3635
AP1G1	1667	1762	1696	2100	2150	3034
AP1G2	519	404	321	502	467	746
AP1M1	1477	1593	1522	2009	1479	2578
AP1M2	0	0	0	0	0	0
AP1S1	1160	1170	1261	1502	1318	2145
AP1S2	736	770	820	1159	983	1669
AP1S3	383	377	465	525	603	908
AP2A1	1968	1848	1988	2196	2203	3343
AP2A2	849	874	917	1180	1037	1781
AP2B1	1994	2376	1994	2633	2367	3611
AP2M1	2403	2861	2641	3268	2283	4226
AP2S1	3576	3677	2692	3499	3556	4347
AP3B1	1561	1807	1515	2069	1836	2786
AP3B2	48	38	24	46	23	34
AP3D1	4740	4561	4512	5095	5732	8244
AP3M1	1579	1588	1561	2105	1717	2624
AP3M2	205	221	212	333	221	452
AP3S1	1332	1497	1341	1828	1432	2468
AP3S2	142	152	110	139	150	201
AP4B1	652	575	505	616	647	934
AP4E1	644	638	630	803	804	1038
AP4M1	241	229	197	267	292	359
AP4S1	123	119	100	113	100	168
AP5B1	673	631	788	828	840	1363
AP5M1	930	1017	946	1266	1163	1667
AP5S1	219	245	304	337	259	479
AP5Z1	2171	1710	1932	1948	2298	3359
APAF1	2137	1957	1622	2385	2328	3562
APBA1	0	1	1	0	0	0
APBA2	665	671	802	969	723	1410
APBA3	704	575	568	659	664	1029
APBB1	0	0	4	2	1	0
APBB1IP	2173	2319	1972	2352	2466	3281
APBB2	58	47	30	69	56	88
APBB3	924	595	855	1104	936	1812
APC	500	510	487	527	621	946
APC2	19	26	39	25	27	34
APCDD1	0	0	0	0	0	0
APCDD1L	0	0	0	0	0	0
APCS	0	0	0	0	0	0
APEH	2202	2309	2269	3112	2462	4221
APELA	0	0	0	0	0	0
APEX1	5758	5903	5841	7166	6423	10165
APEX2	579	601	561	747	621	953
APH1A	3838	3857	4134	4616	4327	6688
APH1B	137	127	129	164	185	233
API5	1450	1796	1747	2343	1710	3161
APIP	156	186	130	217	156	290
APITD1-CORT	0	0	0	0	0	0
APLF	46	43	48	50	47	64
APLN	31	6	7	3	26	18
APLNR	2	0	0	3	3	0
APLP1	0	1	0	0	3	0
APLP2	10755	10956	11534	15362	11173	20638
APMAP	1243	1287	1349	1642	1435	2309
APOA1	6	7	3	13	0	9
APOA2	0	0	0	0	0	0
APOA4	0	0	0	0	0	0
APOA5	0	0	0	0	0	0
APOB	0	0	0	0	0	0
APOBEC1	0	0	0	0	0	0
APOBEC2	2	0	0	0	0	0
APOBEC3A	0	0	0	0	0	1
APOBEC3B	112	145	77	93	126	111
APOBEC3C	1000	1110	1007	1061	1416	1648
APOBEC3D	1	1	0	0	3	0
APOBEC3F	8	5	5	10	11	20
APOBEC3G	73	70	65	86	84	151
APOBEC3H	19	16	35	18	11	29
APOBEC4	0	0	0	0	0	0
APOBR	2486	1803	2420	2247	3199	4097
APOC1	72	51	153	136	79	199
APOC2	8	3	9	7	9	20
APOC3	0	0	0	0	0	0
APOC4	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0
APOD	6	2	6	7	4	3
APOE	417	236	1275	618	608	1466
APOF	0	0	0	0	0	0
APOH	0	0	0	0	0	0
APOL1	22	27	30	38	53	69
APOL2	321	277	311	335	368	568
APOL3	3	8	4	6	12	28
APOL4	21	27	19	16	34	27
APOL5	0	0	0	0	0	0
APOL6	676	752	778	1079	850	1399
APOLD1	286	272	134	339	260	284
APOM	43	54	53	60	34	66
APOO	178	174	143	201	160	250
APOOL	246	210	202	370	233	392
APOPT1	141	155	122	174	129	193
APP	3422	3924	3969	4957	4180	7015
APPBP2	419	502	446	569	532	800
APPL1	1176	1363	1353	1671	1496	2545
APPL2	407	359	251	360	372	528
APRT	2518	2751	2540	3555	2468	3998
APTX	910	707	741	950	899	1345
AQP1	5	9	5	3	2	0
AQP10	0	0	0	0	0	0
AQP11	6	9	15	17	8	28
AQP12A	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0
AQP2	0	0	1	0	0	0
AQP3	254	299	195	227	326	293
AQP4	0	0	0	0	0	0
AQP5	0	0	0	0	0	0
AQP6	0	0	0	0	0	0
AQP7	0	0	0	0	0	0
AQP8	4	0	0	0	0	0
AQP9	0	0	0	0	0	1
AQR	839	1009	880	1182	935	1549
AR	0	2	4	3	0	3
ARAF	1273	1183	1274	1376	1312	1886
ARAP1	3882	3513	3396	3977	4160	6046
ARAP2	456	442	326	518	451	651
ARAP3	72	46	61	63	74	113
ARC	41	50	11	26	52	40
ARCN1	1525	1903	1842	2376	1741	3066
AREG	0	0	0	0	0	0
AREL1	367	356	342	468	408	696
ARF1	10396	10613	9835	12458	10814	16297
ARF3	3913	4015	3632	4533	4407	5799
ARF4	1303	1454	1331	1661	1435	2273
ARF5	710	781	745	861	742	1195
ARF6	4741	4744	4771	5354	5904	7580
ARFGAP1	2389	2035	2268	2378	2666	3666
ARFGAP2	2563	2171	2358	2723	2987	3861
ARFGAP3	333	392	436	487	462	715
ARFGEF1	1164	1207	1127	1580	1331	2103
ARFGEF2	831	842	842	1108	1041	1603
ARFGEF3	1	0	0	0	0	0
ARFIP1	303	306	323	393	352	610
ARFIP2	1006	1089	932	1308	1106	1746
ARFRP1	694	641	694	915	691	1117
ARG1	1	0	0	0	0	0
ARG2	3	15	1	7	9	14
ARGFX	0	0	0	0	0	0
ARGLU1	4023	3787	2884	4614	3708	6120
ARHGAP1	1461	1251	1098	1530	1360	2196
ARHGAP10	37	36	80	58	51	73
ARHGAP11A	2171	2328	2158	3254	2133	4001
ARHGAP11B	950	811	669	894	838	1334
ARHGAP12	350	290	234	366	403	588
ARHGAP15	861	940	863	1103	999	1522
ARHGAP17	1619	1536	1488	1755	1993	2666
ARHGAP18	540	718	637	839	566	946
ARHGAP19	742	936	637	1110	731	1226
ARHGAP19-SLIT1	1	1	0	1	0	0
ARHGAP20	0	0	0	0	0	0
ARHGAP21	557	518	498	621	568	960
ARHGAP22	28	21	9	14	23	46
ARHGAP23	613	704	556	775	704	874
ARHGAP24	3	5	8	6	17	11
ARHGAP25	202	219	215	253	246	375
ARHGAP26	1040	915	931	1155	1403	1962
ARHGAP27	2167	1831	1893	2189	2352	3260
ARHGAP28	0	0	0	0	0	0
ARHGAP29	0	0	0	0	0	0
ARHGAP30	3515	3359	3446	3708	4367	6209
ARHGAP31	146	154	229	244	164	333
ARHGAP32	249	239	232	311	245	491
ARHGAP33	936	718	589	717	806	1073
ARHGAP35	1021	976	938	1102	1147	1750
ARHGAP36	0	0	0	0	0	0
ARHGAP39	0	0	0	2	1	2
ARHGAP4	8226	6852	6651	7696	8523	11936
ARHGAP40	0	0	0	0	0	0
ARHGAP42	9	10	14	17	8	19
ARHGAP44	452	389	387	543	457	819
ARHGAP45	7174	6957	6396	7227	8249	11201
ARHGAP5	19	26	14	22	13	53
ARHGAP6	0	0	0	0	0	0
ARHGAP8	0	0	0	0	0	0
ARHGAP9	4102	4059	3055	3972	4156	5677
ARHGDIA	6974	6927	6791	7419	7195	10521
ARHGDIB	13504	14008	12984	16608	15974	22893
ARHGDIG	0	0	0	0	0	0
ARHGEF1	8882	7527	6785	7958	9130	12802
ARHGEF10	0	0	1	0	0	1
ARHGEF10L	133	96	172	117	196	255
ARHGEF11	764	712	744	799	903	1301
ARHGEF12	493	457	554	676	546	981
ARHGEF15	0	0	0	0	0	0
ARHGEF16	7	2	2	1	3	4
ARHGEF17	216	191	126	158	155	195
ARHGEF18	54	55	48	65	46	59
ARHGEF19	78	57	84	80	87	108
ARHGEF2	4549	4406	4010	4847	4580	7030
ARHGEF25	1	0	0	0	0	3
ARHGEF26	0	0	0	0	0	0
ARHGEF28	2	2	0	5	3	4
ARHGEF3	329	336	410	430	421	648
ARHGEF33	3	3	0	2	3	9
ARHGEF35	0	0	0	0	0	0
ARHGEF37	2	3	5	2	1	4
ARHGEF38	9	2	2	6	6	8
ARHGEF39	696	671	457	742	589	838
ARHGEF4	3	1	0	0	0	0
ARHGEF40	2431	2541	2016	2708	2561	3562
ARHGEF5	0	0	0	0	0	0
ARHGEF6	1556	1562	1485	2170	1744	2937
ARHGEF7	1831	1573	1477	2056	1936	2987
ARHGEF9	441	390	311	437	487	675
ARID1A	3393	3381	3021	3741	4194	5656
ARID1B	1741	1848	1511	1920	2114	2990
ARID2	478	524	396	527	541	899
ARID3A	5447	4955	4989	5481	6345	8375
ARID3B	223	134	130	209	206	301
ARID3C	6	5	4	5	1	6
ARID4A	560	514	551	628	733	1042
ARID4B	970	993	879	1076	1233	1635
ARID5A	786	648	639	819	691	1190
ARID5B	106	59	65	99	116	121
ARIH1	1042	1100	1043	1356	1311	2088
ARIH2	1973	1793	1724	2207	2156	3231
ARIH2OS	20	29	11	24	17	31
ARL1	935	1097	1058	1403	1026	1699
ARL10	14	13	27	14	20	36
ARL11	1505	1508	1240	1635	1534	2256
ARL13A	0	0	0	0	0	0
ARL13B	145	179	163	214	199	258
ARL14	0	0	0	0	0	0
ARL14EP	437	516	499	608	613	913
ARL14EPL	0	0	0	0	0	0
ARL15	135	120	146	191	162	245
ARL16	697	673	552	763	648	961
ARL17A	32	30	7	38	28	39
ARL17B	43	22	15	37	45	43
ARL2	219	207	183	333	185	327
ARL2-SNX15	0	0	0	0	0	0
ARL2BP	296	309	369	425	376	605
ARL3	59	83	58	91	87	84
ARL4A	252	309	229	386	315	452
ARL4C	75	83	93	94	93	130
ARL4D	92	65	72	86	81	88
ARL5A	568	509	554	688	651	952
ARL5B	287	318	257	461	275	593
ARL5C	11	6	11	6	22	28
ARL6	25	30	33	61	41	66
ARL6IP1	2823	3059	2651	3289	3535	4441
ARL6IP4	4370	4461	3961	4939	4545	6548
ARL6IP5	1901	2169	1831	2383	2294	3144
ARL6IP6	411	437	336	481	398	690
ARL8A	827	768	847	917	972	1496
ARL8B	1972	1938	2181	2802	2130	3739
ARL9	5	4	1	1	4	3
ARMC1	1426	1631	1413	2061	1485	2534
ARMC10	645	730	679	919	724	1187
ARMC12	22	10	5	16	11	20
ARMC2	52	79	43	67	58	94
ARMC3	0	0	0	0	0	0
ARMC4	0	0	0	0	0	0
ARMC5	669	549	613	658	635	881
ARMC6	1945	2215	2301	2798	2263	3631
ARMC7	378	280	304	342	310	496
ARMC8	1037	988	843	1344	1161	1781
ARMC9	448	404	461	501	543	752
ARMCX1	0	0	0	0	0	0
ARMCX2	0	0	0	0	0	0
ARMCX3	275	283	314	414	299	539
ARMCX4	0	0	0	1	0	0
ARMCX5	342	336	289	390	301	504
ARMCX6	17	20	23	25	12	27
ARMS2	0	0	0	0	0	0
ARMT1	794	794	731	957	848	1303
ARNT	1611	1596	1406	1950	1878	2790
ARNT2	0	0	1	0	0	1
ARNTL	233	206	218	240	253	418
ARNTL2	289	276	307	362	342	470
ARPC1A	76	100	85	97	106	141
ARPC1B	33	30	23	37	28	39
ARPC2	6440	6825	6575	8457	7284	11474
ARPC3	8835	10196	8064	11553	9576	13506
ARPC4	2260	2110	2332	2517	2812	3333
ARPC4-TTLL3	0	0	0	0	0	0
ARPC5	3752	4287	4143	5184	4488	7551
ARPC5L	1685	1690	1550	1943	1728	2701
ARPIN	0	0	0	0	0	0
ARPP19	1275	1330	1255	1834	1508	2377
ARPP21	0	0	3	0	0	0
ARR3	0	0	0	0	0	0
ARRB1	1044	1278	943	1361	1319	1810
ARRB2	3507	3135	2868	3318	3972	4929
ARRDC1	1934	1564	1547	1997	1868	3053
ARRDC2	1764	1529	1319	1580	1841	2481
ARRDC3	134	89	167	208	193	257
ARRDC4	206	192	101	114	254	175
ARRDC5	0	1	0	0	2	0
ARSA	827	552	783	795	880	1429
ARSB	739	735	848	874	932	1292
ARSD	570	496	479	604	625	868
ARSE	0	0	0	0	0	0
ARSF	1	1	1	5	1	0
ARSG	152	105	140	252	123	298
ARSH	0	0	0	0	0	0
ARSI	0	2	0	0	0	0
ARSJ	0	0	0	2	0	0
ARSK	106	118	89	119	119	239
ART1	0	0	0	0	0	0
ART3	23	32	18	40	38	44
ART4	0	0	0	0	0	0
ART5	0	0	0	0	0	0
ARTN	126	138	92	87	132	110
ARV1	480	612	401	621	590	851
ARVCF	35	30	33	42	59	34
ARX	37	54	46	56	68	36
AS3MT	9	13	8	4	19	8
ASAH1	2692	2370	3872	4011	3472	6887
ASAH2	8	12	5	21	17	8
ASAH2B	42	52	40	48	24	59
ASAP1	846	734	906	1148	1014	1816
ASAP2	299	394	242	370	380	432
ASAP3	2	0	0	0	0	2
ASB1	684	645	552	723	689	1136
ASB10	0	0	0	0	0	0
ASB11	0	0	0	0	0	0
ASB12	9	10	4	12	12	7
ASB13	543	495	515	620	540	935
ASB14	5	3	2	5	1	2
ASB15	0	0	0	0	0	0
ASB16	15	5	7	6	13	13
ASB17	0	0	0	0	0	0
ASB18	0	0	0	0	0	0
ASB2	53	36	42	46	46	55
ASB3	19	12	16	10	13	11
ASB4	0	0	0	0	0	0
ASB5	0	0	1	1	0	0
ASB6	547	572	507	629	599	818
ASB7	306	369	268	388	327	586
ASB8	599	569	580	640	619	943
ASB9	3	2	0	1	0	1
ASCC1	700	785	587	887	768	1017
ASCC2	1505	1447	1331	1589	1603	2327
ASCC3	1138	1359	1377	1767	1405	2478
ASCL1	0	0	0	0	0	3
ASCL2	103	69	102	88	88	162
ASCL3	0	0	0	0	0	0
ASCL4	0	0	0	0	0	0
ASCL5	2	0	0	0	0	0
ASF1A	1622	2016	1757	2688	1698	3058
ASF1B	1179	1407	959	1391	1315	1646
ASGR1	63	39	33	25	62	45
ASGR2	67	45	51	44	59	75
ASH1L	878	691	761	926	1078	1545
ASH2L	1791	1962	1889	2402	2087	3141
ASIC1	113	93	76	130	158	191
ASIC2	0	0	0	0	0	0
ASIC3	173	142	112	155	189	222
ASIC4	0	2	0	4	0	1
ASIC5	1	0	0	0	1	2
ASIP	0	0	0	0	0	0
ASL	183	137	105	165	164	296
ASMT	0	0	0	0	0	2
ASMTL	546	534	514	586	580	907
ASNA1	931	1037	1062	1443	984	1759
ASNS	1031	1233	1204	1956	1099	2217
ASNSD1	620	646	646	849	747	1221
ASPA	0	0	0	0	0	0
ASPDH	3	0	4	0	0	1
ASPG	0	1	1	1	0	1
ASPH	641	654	569	785	738	1064
ASPHD1	256	239	292	313	296	472
ASPHD2	123	136	124	138	157	238
ASPM	1471	1659	1112	1659	1426	1792
ASPN	0	0	0	0	0	0
ASPRV1	20	9	14	11	20	24
ASPSCR1	1629	1407	1325	1610	1593	2395
ASRGL1	94	111	116	112	90	199
ASS1	10836	12176	10839	13359	12417	17578
ASTE1	110	126	135	180	138	195
ASTL	16	9	12	10	12	12
ASTN1	0	0	0	0	0	0
ASTN2	23	14	15	36	21	43
ASXL1	1777	1704	1432	2052	2052	3054
ASXL2	664	746	738	1043	864	1402
ASXL3	0	0	0	0	0	0
ASZ1	0	0	0	0	0	0
ATAD1	1252	1340	1232	1831	1410	2508
ATAD2	2370	2573	2081	2868	2539	4189
ATAD2B	514	521	528	678	646	1088
ATAD3A	1804	1746	1861	1903	2055	3296
ATAD3B	1709	1283	1545	1585	1704	2576
ATAD3C	0	0	0	0	0	0
ATAD5	1047	910	772	1147	1073	1491
ATAT1	360	305	270	410	364	516
ATCAY	0	1	0	0	0	0
ATE1	620	725	694	890	759	1146
ATF1	386	452	452	564	450	771
ATF2	677	640	517	836	692	1218
ATF3	154	117	269	244	219	368
ATF4	11079	11632	9966	13963	10456	17001
ATF5	644	671	1090	1317	774	1669
ATF6	941	976	1059	1360	1055	1818
ATF6B	3582	3216	3132	3623	3769	5571
ATF7	370	390	331	474	359	621
ATF7IP	412	496	408	581	452	778
ATF7IP2	514	354	368	534	488	708
ATG10	651	729	598	560	671	1075
ATG101	757	763	634	763	931	1072
ATG12	917	1078	741	1084	978	1396
ATG13	1420	1404	1220	1464	1617	2222
ATG14	579	410	400	483	631	819
ATG16L1	828	743	599	794	842	1156
ATG16L2	2906	2208	2193	2985	3316	4786
ATG2A	807	734	655	755	838	1197
ATG2B	518	421	392	598	639	920
ATG3	1490	1710	1481	2041	1573	2810
ATG4A	217	230	176	267	243	356
ATG4B	1219	1179	1170	1468	1277	1994
ATG4C	284	350	307	373	346	624
ATG4D	524	526	413	568	636	866
ATG5	908	963	909	1229	934	1611
ATG7	549	494	544	644	592	836
ATG9A	1035	975	1112	1307	1311	1985
ATG9B	3	7	2	4	5	5
ATIC	1960	2112	2085	2885	2271	3790
ATL1	12	15	21	10	20	24
ATL2	1166	1165	977	1511	1245	1998
ATL3	919	1008	961	1434	979	1828
ATM	1226	1108	1269	1486	1548	2287
ATMIN	570	663	535	834	636	929
ATN1	2011	1631	1307	1727	1978	2715
ATOH1	2	0	0	0	0	0
ATOH7	0	0	0	1	0	0
ATOH8	16	7	14	7	8	16
ATOX1	427	429	381	567	334	651
ATP10A	940	938	872	1104	1160	1446
ATP10B	0	0	0	0	0	0
ATP10D	202	173	186	325	173	376
ATP11A	1334	1184	1345	1611	1385	2794
ATP11B	864	1129	946	1238	1037	1787
ATP11C	324	481	347	473	517	707
ATP12A	0	0	0	0	0	0
ATP13A1	5699	4848	4518	5701	5918	8479
ATP13A2	948	891	746	859	890	1164
ATP13A3	1837	1913	1957	2641	1946	3359
ATP13A4	1	6	8	8	4	3
ATP13A5	0	0	0	0	0	0
ATP1A1	3436	3834	3901	4621	4259	6197
ATP1A2	38	9	13	24	21	31
ATP1A3	3	3	2	2	0	8
ATP1A4	0	0	0	0	0	0
ATP1B1	14	27	27	33	25	32
ATP1B2	0	0	0	0	0	0
ATP1B3	1929	1836	1856	2269	2145	3277
ATP1B4	0	0	0	0	0	0
ATP23	798	943	713	985	743	1132
ATP2A1	152	113	100	115	170	226
ATP2A2	4661	4912	5144	6525	5165	9226
ATP2A3	2677	2491	1692	2233	2864	3248
ATP2B1	904	967	903	1210	1111	1682
ATP2B2	8	12	6	16	7	20
ATP2B3	6	2	1	4	3	10
ATP2B4	1323	1471	1121	1620	1455	2020
ATP2C1	1015	990	901	1263	1205	1720
ATP2C2	0	0	0	0	0	0
ATP4A	0	0	0	0	0	0
ATP4B	0	0	0	0	0	0
ATP5A1	14259	14988	14641	18904	16152	24900
ATP5B	19505	21880	21060	29112	20209	36644
ATP5C1	2769	3111	2531	3746	2698	4590
ATP5D	4555	4537	4333	5291	4460	6685
ATP5E	2893	3139	2652	3825	2422	4034
ATP5EP2	0	0	0	1	0	1
ATP5F1	5658	6086	5386	7043	6383	9592
ATP5G1	1560	1609	1503	2382	1338	2542
ATP5G2	6314	6717	5248	7905	5959	8712
ATP5G3	2915	3040	2866	4263	2547	4574
ATP5H	1815	1967	1903	2435	1940	2820
ATP5I	793	943	780	1286	695	1221
ATP5J	1665	1862	1638	2194	1553	2449
ATP5J2	386	401	242	505	241	462
ATP5J2-PTCD1	3	11	9	2	13	8
ATP5L	2543	2721	2373	3463	2533	3785
ATP5L2	0	0	0	0	0	0
ATP5O	227	244	219	286	231	331
ATP5S	641	645	537	819	732	1141
ATP5SL	1145	1068	1041	1428	1230	1782
ATP6AP1	1779	1700	2089	2223	2205	3737
ATP6AP1L	68	36	44	43	48	85
ATP6AP2	2193	2158	2343	2766	2679	4166
ATP6V0A1	1221	1007	1076	1289	1449	2183
ATP6V0A2	1553	1668	1459	2112	1646	2733
ATP6V0A4	0	0	0	0	0	0
ATP6V0B	3028	3075	2969	3711	3060	4668
ATP6V0C	14	9	8	13	19	23
ATP6V0D1	1266	1065	1702	1446	1521	2615
ATP6V0D2	9	5	38	25	12	53
ATP6V0E1	1029	1161	1126	1528	1016	1906
ATP6V0E2	0	0	0	0	0	0
ATP6V1A	869	918	1132	1305	1151	1873
ATP6V1B1	0	0	0	0	0	0
ATP6V1B2	3187	3177	4136	4668	4054	6774
ATP6V1C1	1160	1239	1352	1526	1250	2181
ATP6V1C2	87	87	67	102	73	141
ATP6V1D	246	367	275	361	362	530
ATP6V1E1	1805	1836	1668	2352	1781	3026
ATP6V1E2	135	159	91	164	169	182
ATP6V1F	1828	1695	2001	2317	1860	3150
ATP6V1G1	1063	1273	1194	1630	1193	1990
ATP6V1G2	3	7	10	9	11	9
ATP6V1G2-DDX39B	0	0	0	0	0	0
ATP6V1G3	0	0	0	0	0	0
ATP6V1H	1197	1269	1639	1611	1492	2577
ATP7A	39	57	46	92	84	135
