Gene,MOLM13_sgNT_R1,MOLM13_sgNT_R2
AC005730.3,0.995,1.841
AC005736.1,0,0
AC005740.1,0,0
AC005740.2,0,0
AC005740.3,0,0
AC005740.4,0,0
AC005740.5,0,0
AC005741.1,0,0
AC005746.1,0.219,0.101
AC005746.2,0,0
AC005746.3,0,0
AC005753.1,0,0
AC005753.2,0,0
AC005753.3,0,0
AC005757.1,0,0
AC005758.1,0,0.108
AC005759.1,0.12,0.111
AC005771.1,0,0
AC005772.1,0,0
AC005772.2,0,0
AC005774.2,0,0
AC005775.1,0.429,0.238
AC005776.1,0.502,0.232
AC005776.2,0.082,0
AC005777.1,0,0
AC005783.1,0,0
AC005785.1,0.038,0.106
AC005785.2,1.039,0.747
AC005786.1,0,1.312
AC005786.2,0,0
AC005786.3,0.129,0.477
AC005786.4,0,0
AC005789.1,0.491,0.907
AC005790.1,0,0
AC005796.1,0,0
AC005798.1,0,0
AC005803.1,0,0
AC005808.1,0,0
AC005821.1,0.03,0.014
AC005821.2,0,0
AC005822.1,0.141,0.456
AC005823.1,0,0
AC005823.2,0,0
AC005828.1,0,0
AC005828.2,0,0
AC005828.3,0,0
AC005828.4,0,0
AC005828.5,0,0.38
AC005828.6,0,0
AC005828.7,0,0
AC005829.1,1.081,1.399
AC005829.2,0.069,0.064
AC005831.1,41.088,38.782
AC005832.1,0,0
AC005832.2,0,0
AC005832.3,0,0
AC005832.4,0,0
AC005833.1,0.037,0.085
AC005833.2,0.105,0.162
AC005837.1,0.042,0.118
AC005837.2,0,0
AC005837.4,0,0
AC005838.1,0.938,1.446
AC005838.3,6.895,8.5
AC005839.1,1.746,1.719
AC005840.1,1.546,0.357
AC005840.2,0.237,0.402
AC005840.3,0,0
AC005840.4,0.608,0.337
AC005841.1,1.269,0.469
AC005845.1,0.112,0
AC005856.1,0,0
AC005858.1,0,0
AC005858.2,0,0
AC005858.3,0,0
AC005863.1,0,0
AC005865.1,0,0
AC005865.2,0,0.054
AC005868.1,0,0
AC005871.1,0,0
AC005871.2,0,0
AC005884.1,0,0
AC005884.2,0,0
AC005888.1,0,0
AC005899.2,0.129,0
AC005899.3,0,0
AC005899.4,0,0
AC005899.5,0,0
AC005899.6,0.132,0.366
AC005899.7,0.491,0.68
AC005899.8,0,0.344
AC005899.9,0,0.02
AC005901.1,0,0
AC005906.1,0,0
AC005906.2,0,0
AC005906.3,0,0
AC005908.1,0,0
AC005908.2,0,0
AC005908.3,0,0
AC005909.1,0,0
AC005909.2,0,0
AC005911.1,0.639,0.148
AC005912.1,89.718,83.477
AC005912.2,0,0
AC005914.1,0,0
AC005915.1,0,0
AC005920.1,0,0
AC005920.2,0,0
AC005920.3,0,0
AC005920.4,0,0
AC005921.2,0,0
AC005921.3,0,0
AC005921.4,0.237,0.251
AC005921.5,0,0
AC005926.1,0,0
AC005943.1,0,0.134
AC005943.2,0,0.455
AC005944.1,0,0
AC005951.1,0,0
AC005954.1,0.432,0.6
AC005954.2,0,0
AC005962.1,0.223,0.413
AC005962.2,0.048,0.134
AC005972.1,0,0
AC005972.2,0,0
AC005972.3,0,0
AC005993.1,0,0
AC005996.1,0,0
AC005998.1,0,0
AC005999.1,0,0
AC005999.2,0,0
AC006001.1,0.307,0.142
AC006001.2,2.612,2.566
AC006001.3,4.508,4.281
AC006001.4,0,0
AC006003.1,0,0
AC006006.1,0,0
AC006007.1,0,0
AC006008.1,1.113,0.666
AC006013.1,0,0
AC006014.1,0,0
AC006015.1,0,0
AC006017.1,0.325,1.101
AC006019.1,0,0
AC006019.2,0,0
AC006019.3,0,0
AC006020.1,0,0
AC006022.1,0,0
AC006023.2,0,0.26
AC006023.3,0,0
AC006026.1,0.077,0.072
AC006026.2,0,0
AC006026.3,0,0
AC006027.1,0.098,0.091
AC006028.1,0,0
AC006030.1,0.014,0
AC006033.1,1.197,1.107
AC006033.2,1.111,1.609
AC006037.1,0,0
AC006037.2,0,0
AC006040.1,0.063,0
AC006041.1,0,0
AC006041.2,0,0
AC006042.1,0,0
AC006042.2,0,0.046
AC006042.3,0,0.097
AC006043.1,0,0
AC006055.1,0,0
AC006058.1,0,0
AC006058.2,0,0
AC006058.3,0,0
AC006058.4,0,0
AC006059.1,0.164,0.326
AC006059.2,0,0.012
AC006059.3,0,0
AC006059.4,0,0.05
AC006059.5,0,0
AC006062.1,0,0
AC006063.1,0,0
AC006063.2,0,0
AC006063.3,0,0
AC006063.4,0,0
AC006064.1,0,0
AC006064.2,0.365,0.245
AC006064.3,0.458,0.141
AC006064.4,3.626,7.822
AC006064.5,3.525,2.173
AC006064.6,0.017,0.008
AC006065.1,0,0
AC006065.2,0,0
AC006065.3,0,0
AC006065.4,0.122,0.057
AC006065.5,0,0
AC006065.6,0,0
AC006076.1,0,0
AC006077.1,0,0
AC006077.2,2.551,2.064
AC006080.1,0,0
AC006111.1,0,0.068
AC006111.2,1.364,1.766
AC006111.3,0,0
AC006112.1,0,0
AC006115.1,0,0
AC006115.2,0,0
AC006116.1,0,0
AC006116.10,0,0
AC006116.11,0,0
AC006116.12,0,0
AC006116.2,3.289,3.072
AC006116.3,0,0
AC006116.4,0,0
AC006116.5,0,0
AC006116.6,0.261,0.121
AC006116.7,0,0
AC006116.8,0,0
AC006116.9,0.428,0.466
AC006122.1,0.073,0
AC006128.1,0.044,0
AC006130.1,0,0
AC006130.2,0,0
AC006130.3,0.051,0
AC006133.1,0,0
AC006141.1,0.168,0.279
AC006144.1,0,0
AC006144.2,0,0
AC006145.1,0,0
AC006146.1,0,0
AC006148.1,0,0.003
AC006148.2,0,0
AC006150.1,0,0
AC006150.2,0,0
AC006153.1,0,0
AC006157.1,0.398,1.104
AC006158.1,0,0
AC006158.2,0,0
AC006158.3,0,0
AC006159.1,0,0
AC006159.2,0,0
AC006160.1,0,0.095
AC006160.2,0,0
AC006195.1,0,0
AC006197.1,0,0
AC006197.2,0.069,0.096
AC006199.1,0,0
AC006205.1,0,0
AC006205.2,0.195,0
AC006206.1,0,0
AC006206.2,0,0
AC006207.1,1.226,0.756
AC006210.1,0,0
AC006210.2,0,0.044
AC006213.1,0.043,0.06
AC006213.2,0.033,0
AC006213.3,0,0
AC006213.4,0,0
AC006213.5,0,0
AC006213.6,0.035,0.048
AC006213.7,0,0
AC006230.1,0,0
AC006236.1,0,0
AC006237.1,0.152,0.14
AC006238.1,0,0.126
AC006238.2,0,0
AC006249.1,0,0
AC006252.1,0.993,0.918
AC006254.1,0.207,0.213
AC006254.2,0,0
AC006254.3,0,0
AC006262.1,0,0
AC006262.2,0.086,0
AC006262.3,0,0
AC006262.4,0,0
AC006270.1,0,0
AC006270.2,0,0
AC006270.3,0,0
AC006272.1,0,0
AC006272.2,0,0
AC006273.1,0,0
AC006277.1,0,0
AC006288.1,0,0
AC006296.1,0,0
AC006296.2,0,0
AC006296.3,0,0
AC006299.1,0,0
AC006305.2,0,0
AC006305.3,0,0
AC006305.4,0,0
AC006322.1,0,0
AC006326.1,0,0
AC006328.1,0,0
AC006328.2,0,0
AC006329.1,0,0
AC006330.1,0.257,0.271
AC006333.1,2.569,2.535
AC006335.1,0,0
AC006335.2,0,0
AC006338.1,0,0
AC006338.2,0,0
AC006348.1,0,0
AC006349.1,0,0
AC006355.1,0,0
AC006355.2,0,0
AC006357.1,0,0
AC006362.1,0,0
AC006363.1,0,0
AC006364.1,0,0
AC006366.1,0,0
AC006369.1,0,0
AC006369.2,0,0
AC006371.1,0,0
AC006372.1,0.529,0.873
AC006372.2,1.428,1.405
AC006372.3,0.81,0.566
AC006372.4,0,0
AC006377.1,0,0
AC006378.1,0,0.109
AC006380.1,0,0
AC006386.1,0,0
AC006386.2,0,0
AC006390.1,0,0
AC006398.1,0,0
AC006427.1,0,0
AC006427.2,0.055,0
AC006432.1,0,0
AC006435.1,0.068,0
AC006435.2,0.118,0.328
AC006435.3,0,0
AC006435.4,0,0
AC006435.5,0,0
AC006441.1,0,0
AC006441.2,0,0
AC006441.3,0.16,0.443
AC006441.4,0,0
AC006441.5,0,0
AC006445.1,0,0
AC006445.2,0,0
AC006445.3,0,0
AC006449.1,0,0
AC006449.2,1.949,0.693
AC006449.3,0.129,0
AC006449.5,0,0.064
AC006449.7,2.634,2.406
AC006449.9,0,0
AC006450.1,0,0
AC006450.2,0,0
AC006450.3,0,0
AC006452.1,0,0
AC006452.2,0,0
AC006453.2,0,0
AC006453.3,0.061,0.057
AC006453.4,0,0
AC006453.5,0,0
AC006455.1,0,0
AC006455.2,0,0
AC006455.3,0,0
AC006455.4,0,0
AC006455.5,0,0
AC006455.6,0,0
AC006455.7,0,0
AC006455.8,0,0
AC006457.1,0,0
AC006458.1,0,0
AC006459.1,0,0
AC006460.1,0,0
AC006460.2,0,0.017
AC006463.1,0,0
AC006466.1,0,0
AC006478.1,0,0
AC006478.2,0,0
AC006480.1,0,0
AC006480.2,0,0
AC006480.3,0.272,0.353
AC006482.1,0,0
AC006483.1,0,0.17
AC006483.2,0,0
AC006484.1,0,0
AC006486.1,0.23,0.213
AC006486.2,0.53,0.368
AC006487.1,0,0
AC006487.2,0,0
AC006499.1,0,0
AC006499.2,0,0
AC006499.3,0,0
AC006499.4,0,0
AC006499.5,0,0
AC006499.6,0,0
AC006499.7,0,0
AC006499.8,0,0
AC006504.1,1.391,2.058
AC006504.2,0,0
AC006504.3,1.95,1.03
AC006504.4,0,0
AC006504.5,9.399,9.669
AC006504.6,0,0
AC006504.7,8.491,8.168
AC006509.1,0.46,0.638
AC006509.2,0,0
AC006511.2,0,0
AC006511.3,0.11,0
AC006511.4,0.204,0.378
AC006511.5,0,0
AC006511.6,0.066,0.031
AC006511.7,0,0
AC006512.1,0,0
AC006512.2,0,0
AC006517.4,0,0
AC006517.6,0,0
AC006518.1,0.232,0.214
AC006518.2,0.203,0.376
AC006525.1,0.028,0
AC006529.1,0,0
AC006530.1,0,0
AC006534.1,0,0
AC006534.2,0,0
AC006538.1,0.781,0.723
AC006538.2,0,0
AC006538.3,0.126,0
AC006538.4,0,0
AC006539.1,0,0
AC006539.2,0,0
AC006547.1,0,0
AC006547.2,0.139,0
AC006547.3,0,0
AC006548.1,0,0
AC006548.2,0,0
AC006548.3,0,0
AC006557.1,0,0
AC006557.2,0,0
AC006557.3,0,0
AC006557.4,0,0
AC006557.5,0,0
AC006557.6,0,0
AC006566.1,0,0
AC006566.2,0,0
AC006581.1,0,0
AC006581.2,0,0
AC006600.1,0,0
AC006600.2,0,0
AC006840.1,0,0
AC006924.1,0,0
AC006926.1,0,0
AC006927.1,0.293,0.135
AC006927.2,0,0
AC006927.3,0,0
AC006927.4,0,0
AC006927.5,0,0
AC006942.1,0.14,0.13
AC006946.1,0,0
AC006946.2,0,0
AC006946.3,0,0
AC006947.1,0,0
AC006953.1,3.68,4.083
AC006960.2,0,0.44
AC006960.3,0,0
AC006960.4,0,0.096
AC006963.2,0,0
AC006965.1,0,0
AC006967.1,0,0
AC006967.2,0,0
AC006967.3,0.533,0.185
AC006970.1,0.094,0
AC006970.2,0,0
AC006971.1,0,0
AC006972.1,0,0
AC006974.1,0,0
AC006974.2,0.119,0
AC006978.1,11.336,13.047
AC006978.2,0.219,0.202
AC006986.1,0,0
AC006987.4,0,0
AC006987.5,0,0
AC006987.6,0,0
AC006988.1,0,0
AC006989.1,0,0
AC006994.1,0,0.03
AC006994.3,0,0
AC007000.2,0.275,0.17
AC007000.3,0.449,0
AC007000.4,0.236,0.109
AC007001.1,0,0
AC007003.1,0,0
AC007009.1,0,0
AC007009.2,0,0
AC007012.1,0,0
AC007012.2,0,0
AC007014.1,0,0
AC007014.2,0.304,0.703
AC007016.1,0.299,0
AC007025.1,0,0
AC007029.2,0,0
AC007032.1,0.602,0.398
AC007036.1,0.108,0
AC007036.2,0,0.154
AC007036.3,0,0
AC007036.5,0,0
AC007038.1,1.969,2.549
AC007040.1,0.129,0.12
AC007040.2,0.016,0
AC007040.3,0,0
AC007041.1,0,0
AC007050.1,0,0
AC007056.1,0,0
AC007064.1,0,0
AC007064.2,0,0
AC007064.3,0,0
AC007064.4,0,0
AC007066.1,0.191,0.177
AC007066.2,0.79,0.982
AC007066.3,0,0.207
AC007068.1,0,0
AC007091.1,0,0
AC007092.1,0,0
AC007096.1,0,0
AC007098.1,0.022,0
AC007098.2,0,0
AC007099.1,0,0
AC007099.2,0,0
AC007100.1,0.303,0.28
AC007100.2,0,0
AC007106.1,0.019,0.017
AC007106.2,0,0
AC007114.1,1.154,1.355
AC007114.2,0,0
AC007115.1,0,0
AC007126.1,0,0
AC007128.1,0,0
AC007128.2,0,0
AC007130.1,0,0
AC007131.3,0,0
AC007132.1,0,0
AC007136.1,0,0
AC007151.1,0,0
AC007159.1,0,0
AC007160.1,0.228,0.211
AC007161.1,0.049,0.045
AC007161.2,0,0
AC007161.3,0.114,0.212
AC007179.1,0,0
AC007179.2,0.014,0
AC007179.3,0,0
AC007182.1,0.169,0.062
AC007182.2,1.45,1.341
AC007191.1,2.384,2.542
AC007192.1,0,0.026
AC007192.2,0,0.145
AC007193.1,0,0
AC007193.2,0,0
AC007193.3,0.388,0.358
AC007204.1,0,0
AC007204.2,0,0
AC007207.1,0.084,0
AC007215.1,0,0
AC007216.1,0,0
AC007216.2,0.19,0.175
AC007216.3,0.829,0.901
AC007216.4,0.259,0.599
AC007216.5,0,0
AC007218.1,0,0
AC007218.2,0,0
AC007218.3,0,0
AC007220.1,0.138,0.128
AC007220.2,0,0
AC007221.1,0,0
AC007222.2,0,0
AC007223.1,0,0
AC007224.1,0,0
AC007224.2,0,0.264
AC007225.1,0,0
AC007225.2,0,0
AC007229.1,1.768,0.981
AC007237.1,0,0
AC007238.1,3.097,3.018
AC007240.3,0.312,0.432
AC007241.1,0,0
AC007241.2,0,0
AC007242.1,0,0
AC007244.1,0,0
AC007250.1,0.216,0.996
AC007253.1,0,0
AC007255.1,0,0
AC007255.2,0,0
AC007262.1,0,0
AC007262.2,0.076,0.063
AC007269.1,0,0
AC007271.1,0,0
AC007272.1,0,0
AC007274.1,0,0
AC007274.2,0,0
AC007274.3,0,0
AC007275.1,0,0
AC007277.1,0.033,0
AC007278.1,0,0
AC007278.2,0,0
AC007279.1,0,0
AC007279.2,0,0
AC007283.1,0,0
AC007285.1,0,0
AC007285.2,0,0
AC007292.1,0.781,0.542
AC007292.2,0.241,0.186
AC007292.3,0,0
AC007298.1,0.111,0.308
AC007298.2,1.268,1.485
AC007308.1,0,0
AC007308.6,0,0
AC007312.1,0,0
AC007314.1,0,0
AC007317.1,0,0
AC007317.2,0,0
AC007318.1,57.395,54.517
AC007318.3,0.892,1.142
AC007319.1,0,0
AC007322.1,0,0
AC007322.2,0,0
AC007322.3,0,0
AC007322.4,0,0
AC007326.1,0,0
AC007326.2,0,0
AC007326.3,0,0
AC007326.4,0,0
AC007326.5,0,0
AC007327.1,0,0
AC007327.2,0,0
AC007333.1,0,0
AC007333.2,0,0
AC007336.1,0.114,0.194
AC007336.2,0,0
AC007336.3,0.034,0
AC007339.1,0,0
AC007342.1,0.103,0.095
AC007342.2,0,0
AC007342.3,0.034,0
AC007342.4,0.052,0.097
AC007342.5,0.102,0
AC007342.6,0,0
AC007342.7,0.094,0.086
AC007342.8,0,0
AC007342.9,0,0
AC007343.1,0,0
AC007344.1,0,0
AC007346.1,0,0
AC007346.2,0,0
AC007347.1,0,0
AC007347.2,0,0
AC007349.1,0,0
AC007349.2,0,0
AC007349.3,0,0
AC007349.4,0,0
AC007350.1,0,0
AC007353.1,0,0
AC007358.1,0,0
AC007359.1,0,0
AC007362.1,0,0
AC007363.1,0,0
AC007365.1,1.046,0.967
AC007365.2,0.269,0.124
AC007368.1,0,0
AC007370.1,0,0.213
AC007370.2,0.027,0.05
AC007375.2,0,0
AC007375.3,0,0
AC007376.1,0,0
AC007376.2,0.135,0.125
AC007378.1,0,0
AC007381.1,0,0
AC007381.2,0,0
AC007382.1,0,0
AC007383.1,14.163,11.661
AC007383.2,0,0.048
AC007384.1,0.655,0.527
AC007386.1,0,0
AC007386.4,0,0.136
AC007387.1,0,0
AC007387.2,0.038,0
AC007389.1,0.024,0.027
AC007389.2,0,0
AC007389.3,0.044,0.041
AC007389.4,0,0.076
AC007389.5,0,0
AC007390.1,0.23,0.283
AC007391.1,0,0.267
AC007391.2,0,0
AC007391.3,0,0
AC007395.1,0,0
AC007402.1,0,0
AC007402.2,0,0
AC007403.1,0,0
AC007405.2,0.193,0.139
AC007405.3,0,0
AC007405.4,0.1,0.023
AC007405.5,0,0
AC007406.1,0,0
AC007406.2,0,0
AC007406.3,0.062,0.114
AC007406.4,0,0
AC007406.5,8.251,9.244
AC007422.1,0,0
AC007423.1,0,0
AC007424.1,0,0
AC007431.1,0,0
AC007431.2,0,0
AC007431.3,0,0
AC007432.1,0,0
AC007435.1,0,0
AC007436.1,0,0
AC007448.2,0,0
AC007448.3,0,0
AC007448.4,0.529,0.391
AC007448.5,0.116,0.161
AC007450.1,0,0
AC007450.2,0,0
AC007450.3,0,0
AC007450.4,0.556,0.129
AC007458.1,0,0.181
AC007463.1,0,0
AC007463.2,0,0
AC007483.1,0,0
AC007485.1,0,0
AC007485.2,7.955,6.546
AC007486.1,0,0
AC007490.1,0,0
AC007491.1,0,0
AC007493.1,0,0
AC007493.2,0,0.141
AC007494.1,0,0
AC007494.2,0,0
AC007494.3,0,0
AC007495.1,0,0
AC007496.1,0,0
AC007496.2,0,0
AC007496.3,0.063,0.176
AC007497.1,0.13,0
AC007497.2,0,0
AC007513.1,0,0
AC007527.1,0,0
AC007527.2,0,0
AC007528.1,0.52,0.642
AC007529.1,0,0
AC007529.2,0.133,0
AC007533.2,0,0
AC007535.1,0,0
AC007536.1,0,0
AC007537.1,0.57,0.923
AC007540.2,0,0
AC007541.1,0.149,0.413
AC007546.1,0.652,0.603
AC007546.2,0,0
AC007546.3,0,0
AC007547.1,0,0
AC007547.2,0,0
AC007547.3,0,0
AC007551.1,0.121,0
AC007551.2,0,0
AC007552.1,0,0.218
AC007552.2,0.362,0
AC007556.1,2.373,5.266
AC007557.1,0,0
AC007557.2,0,0
AC007557.3,0,0
AC007557.4,0,0
AC007559.1,0,0.19
AC007560.1,0.307,0.568
AC007560.2,0,0
AC007562.1,0,0
AC007563.1,0,0
AC007563.2,0,0
AC007563.3,0,0
AC007566.1,1.178,1.125
AC007566.2,0,0
AC007567.1,0,0
AC007568.1,0,0
AC007569.1,1.618,1.21
AC007570.1,0.362,0.112
AC007595.1,0,0
AC007598.1,0.163,0.15
AC007598.2,0,0
AC007598.3,0,0.08
AC007599.1,0,0
AC007599.2,0,0
AC007599.3,0,0
AC007601.1,0,0
AC007601.2,0,0
AC007603.1,0,0
AC007603.2,0,0
AC007603.3,0,0
AC007608.1,0,0
AC007608.2,0,0
AC007608.3,0,0
AC007608.4,0,0
AC007610.2,0.146,0.271
AC007610.3,0,0
AC007610.4,0,0
AC007610.6,0.514,0.285
AC007610.7,0,0.061
AC007611.1,0.34,0.216
AC007613.1,0.084,0.052
AC007614.1,0,0
AC007614.2,0,0
AC007618.1,0,0
AC007619.1,0.177,0.654
AC007619.2,0,0
AC007620.1,0,0
AC007620.2,0.3,0.278
AC007620.3,0.586,0.678
AC007621.1,0,0
AC007622.1,0,0
AC007622.2,0.076,0.035
AC007631.1,0,0
AC007637.1,0,0
AC007638.1,0,0
AC007638.2,0,0
AC007639.1,0,0
AC007649.1,0,0
AC007652.1,0,0
AC007652.2,0,0
AC007652.3,0,0
AC007655.1,0,0
AC007655.2,0.038,0.07
AC007656.1,0,0
AC007656.2,0,0
AC007656.3,0,0
AC007656.4,0,0
AC007663.1,0,0
AC007663.2,0,0
AC007663.3,0,0
AC007663.4,1.847,1.281
AC007666.1,0.074,0.137
AC007666.2,0,0.09
AC007671.1,0,0
AC007673.1,0,0
AC007679.2,0,0
AC007681.1,0.276,0.216
AC007682.1,0,0
AC007682.2,0,0
AC007682.3,0,0
AC007683.1,1.233,1.026
AC007683.2,0,0
AC007684.2,0,0
AC007685.1,0.161,0.149
AC007686.1,0,0.145
AC007686.2,0,0
AC007686.3,0.313,0.174
AC007686.4,0,0
AC007686.5,0,0
AC007687.1,0,0.222
AC007688.2,0.672,1.065
AC007688.3,0,0
AC007690.1,0.311,0.432
AC007695.1,0,0
AC007718.1,0,0
AC007728.1,0,0
AC007728.2,0.47,0.217
AC007728.3,1.465,1.174
AC007731.1,0,0
AC007731.2,0.043,0.079
AC007731.3,0.817,1.661
AC007731.4,0,0
AC007731.5,0,0
AC007731.6,0.331,0.184
AC007736.1,0,0
AC007738.1,0,0
AC007741.1,0,0
AC007742.1,0,0
AC007742.2,0,0
AC007743.1,0,0
AC007744.1,0,0
AC007749.1,0,0
AC007749.2,0,0.023
AC007750.1,0,0
AC007751.1,0,0
AC007773.1,1.653,2.738
AC007780.1,0.548,0.615
AC007785.1,0,0
AC007785.2,0,0
AC007785.3,0.088,0.306
AC007786.1,0.181,0.042
AC007786.2,0.091,0
AC007786.3,0,0
AC007786.4,0,0
AC007787.1,0,0
AC007787.2,0.243,0.112
AC007792.1,0.362,0.335
AC007795.1,0,0
AC007823.1,0.791,0.903
AC007834.1,0,0
AC007834.2,0.212,0
AC007842.1,2.286,2.682
AC007846.1,0,0
AC007846.2,0,0
AC007848.1,0,0
AC007848.2,0,0
AC007849.1,0,0
AC007849.2,0.309,0.286
AC007861.1,0,0
AC007861.2,0,0
AC007876.1,0,0
AC007877.1,0.548,0.253
AC007878.1,0.857,1.585
AC007879.1,0,0
AC007879.2,0,0
AC007879.3,0.466,0.677
AC007879.4,0,0
AC007879.5,0,0
AC007880.2,0,0
AC007881.1,0,0
AC007881.2,0,0
AC007881.3,0.12,0.333
AC007881.4,0,0
AC007906.1,0.143,0.264
AC007906.2,0.294,0.577
AC007907.1,0,0
AC007919.1,0,0
AC007919.2,0,0
AC007920.1,0,0
AC007920.2,0,0
AC007922.2,1.587,0.294
AC007922.3,0,0.24
AC007922.4,0,0
AC007922.5,0,0
AC007923.1,0,0
AC007923.2,0,0
AC007923.3,0,0
AC007938.1,0,0.046
AC007938.2,0.028,0.026
AC007938.3,0.585,0.433
AC007948.1,0,0
AC007950.1,0,0
AC007950.2,0.217,0.057
AC007952.1,0,0
AC007952.2,0,0
AC007952.3,0,0
AC007952.4,0,0
AC007952.5,0,0
AC007952.6,0,0
AC007952.7,0,0
AC007952.8,0,0
AC007952.9,0,0
AC007953.1,0,0
AC007953.2,0,0
AC007954.1,0,0
AC007956.2,0,0
AC007967.1,0,0
AC007967.2,0,0
AC007967.3,0,0
AC007967.4,0,0
AC007969.1,1.144,0.353
AC007991.1,0,0
AC007991.2,0,0
AC007991.3,0,0
AC007991.4,0,0
AC007992.1,0,0
AC007992.2,0,0
AC007993.1,0,0
AC007993.2,0,0
AC007993.3,0,0
AC007996.1,5.811,6.185
AC007998.1,0,0
AC007998.2,0,0.444
AC007998.3,0.08,0.147
AC007998.4,0,0.027
AC007998.5,0.307,0.284
AC008011.1,0,0
AC008011.2,0,0
AC008012.1,0,0
AC008013.2,0,0
AC008013.3,0,0
AC008013.4,0,0
AC008014.1,1.422,1.647
AC008015.1,0,0
AC008026.1,5.705,6.48
AC008026.2,0,0.194
AC008026.3,0,0.158
AC008033.1,0.063,0.058
AC008033.2,0,0
AC008033.3,0,0
AC008035.1,4.228,1.955
AC008038.1,57.445,78.744
AC008040.1,0,0
AC008040.2,0,0.095
AC008040.3,0,0
AC008040.4,0,0
AC008045.1,0,0
AC008050.1,0,0
AC008055.1,0,0
AC008055.2,0,0
AC008056.1,0,0
AC008056.2,0,0
AC008056.3,0,0.031
AC008060.1,0.705,0.347
AC008060.2,0,0
AC008060.3,0,0
AC008060.4,0.039,0.072
AC008060.5,0,0
AC008063.1,0,0
AC008064.1,0,0
AC008066.1,0,0
AC008067.1,0,0
AC008069.1,0,0
AC008072.1,0,0
AC008073.1,0,0.124
AC008073.2,0.061,0
AC008073.3,0.03,0.028
AC008074.1,0,0
AC008074.2,2.789,2.155
AC008079.1,0,0.003
AC008080.1,0,0
AC008080.2,0,0
AC008080.3,0,0
AC008080.4,0,0
AC008083.2,0,0
AC008083.3,0,0.132
AC008083.4,0,0
AC008085.1,0,0
AC008088.1,0.26,0
AC008103.1,0,0
AC008105.1,0.032,0.059
AC008105.2,0,0
AC008105.3,1.123,0.969
AC008114.1,0,0
AC008115.1,0,1.347
AC008115.2,0,0
AC008115.3,4.247,2.577
AC008115.4,0.188,0
AC008119.1,0.031,0.028
AC008121.2,0,0
AC008121.3,0,0
AC008121.4,0,0
AC008122.1,0,0
AC008124.1,7.256,6.653
AC008125.1,0,0
AC008126.1,0.152,0.281
AC008127.1,0,0
AC008127.2,0,0
AC008132.13,0,0
AC008132.2,0,0
AC008133.1,0,0
AC008133.2,0,0
AC008134.1,0,0
AC008147.1,0,0
AC008147.2,0.015,0.071
AC008147.3,0,0
AC008147.4,0.121,0
AC008149.1,0,0
AC008149.2,0,0
AC008154.1,0,0
AC008154.2,0,0
AC008155.1,0,0
AC008162.1,0,0
AC008162.2,0,0
AC008163.1,0.845,0.746
AC008164.1,0,0
AC008166.1,0,0
AC008170.1,0,0
AC008171.1,0,0
AC008175.1,0,0
AC008175.2,0,0
AC008180.2,0,0
AC008250.1,0,0
AC008250.2,0,0
AC008264.1,0,0
AC008264.2,0,0
AC008267.1,0,0
AC008267.2,0,0.206
AC008267.3,0,0
AC008267.4,0.28,0
AC008267.5,4.33,4.43
AC008267.6,0,0.254
AC008267.7,0,0
AC008267.8,0,0
AC008268.1,0,0
AC008269.1,0.21,0.304
AC008269.2,0,0
AC008273.1,0,0
AC008277.1,0.096,0
AC008277.2,0,0
AC008278.1,0.128,0.119
AC008278.2,0,0
AC008280.1,0,0
AC008280.2,0.299,0.828
AC008281.1,0,0
AC008378.2,0,0.136
AC008379.1,0,0
AC008385.1,0,0
AC008391.1,0,0
AC008393.1,0.651,0.834
AC008394.1,0,0
AC008395.1,0,0
AC008397.1,0.06,0.055
AC008397.2,0,0.011
AC008403.1,0,0
AC008403.2,0,0
AC008403.3,0,0
AC008406.1,0,0
AC008406.2,0,0
AC008406.3,0,0
AC008410.1,0,0
AC008413.1,0,0
AC008413.2,0,0
AC008415.1,0,0.092
AC008417.1,0,0
AC008429.1,0.288,0.242
AC008429.2,0.843,0.624
AC008429.3,0,0
AC008429.4,0.801,0.37
AC008432.1,0,0
AC008434.1,0.531,0.736
AC008438.1,6.435,5.198
AC008438.2,0.128,0
AC008440.1,0.344,0.319
AC008443.1,6.546,5.951
AC008443.2,0,0.119
AC008443.3,0,0
AC008443.4,0.479,0.295
AC008443.5,13.21,10.703
AC008443.6,0.344,0.227
AC008443.7,0,0.274
AC008443.8,0,0
AC008443.9,0,0
AC008446.1,0.485,0.299
AC008453.1,0.857,0
AC008453.2,0,0
AC008456.1,0,0
AC008459.1,0,0
AC008462.1,0,0.396
AC008464.1,0,0
AC008467.1,0.062,0.115
AC008474.1,0.127,0
AC008481.1,0.368,0.851
AC008481.2,0.412,0
AC008481.3,0,0
AC008489.1,0,0
AC008494.1,0.092,0.169
AC008494.2,0,0
AC008494.3,4.399,5.923
AC008496.1,0,0
AC008496.2,0,0
AC008496.3,0.036,0.017
AC008498.1,1.098,2.03
AC008498.2,0,0
AC008505.1,0,0
AC008507.1,1.152,0.888
AC008507.2,0,0
AC008507.3,0,0
AC008507.4,0.162,0.15
AC008507.5,0,0
AC008514.1,0,0
AC008514.2,0,0
AC008517.1,0,0
AC008521.1,0,0
AC008521.2,0,0
AC008522.1,0,0
AC008525.1,0,0
AC008525.2,0,0
AC008532.1,0.232,0.107
AC008533.1,0,0
AC008534.1,0,0
AC008536.1,0,0
AC008537.1,0,0
AC008537.2,0,0
AC008537.3,0.504,0.859
